STATE,COUNTY,COUNTYFIPS,NRI_ID,POPULATION,AREA,RISK_RATNG,TOWERCOUNT,POP_DENS,TOWER_DENS
Indiana,MARION,97,C18097,977041,407.0771952,3.0,111,2400.1369065146787,27.267555468309858
Iowa,MARION,125,C19125,33404,576.2670041700001,1.0,111,57.966185393716806,19.261904498570726
Kansas,MARION,115,C20115,11817,963.36066489,2.0,111,12.266433985395603,11.52216444426599
Kentucky,MARION,155,C21155,19521,350.35865787,1.0,111,55.71719026062497,31.681820188153125
Mississippi,MARION,91,C28091,24425,554.15862216,2.0,111,44.075827792403935,20.03036595683454
Missouri,MARION,127,C29127,28508,448.78745301,1.0,111,63.52227498518052,24.733311783902895
Ohio,MARION,101,C39101,65349,408.23703882,1.0,111,160.07611702478005,27.190085525028056
Oregon,MARION,47,C41047,344064,1203.37817145,4.0,111,285.9151081205196,9.224033029139253
South Carolina,MARION,67,C45067,29137,499.15529703,3.0,111,58.37261504258628,22.237568279943293
Tennessee,MARION,115,C47115,28731,517.5134253900001,2.0,111,55.517400303863056,21.448718922866586
Texas,MARION,315,C48315,9713,424.56562551,1.0,111,22.87749977010615,26.144368109562265
West Virginia,MARION,49,C54049,56158,314.66317506,1.0,111,178.47020068138505,35.27581515658275
Alabama,MARSHALL,95,C01095,97552,629.4714933,3.0,63,154.97445243879798,10.008396038670938
Illinois,MARSHALL,123,C17123,11735,402.56143707,1.0,63,29.15082995880562,15.649785150445283
Indiana,MARSHALL,99,C18099,46062,454.28314269,1.0,63,101.39491359342036,13.868003031534634
Iowa,MARSHALL,127,C19127,40092,578.9858685,2.0,63,69.24521336568684,10.881094587544323
Kansas,MARSHALL,117,C20117,10038,914.23253922,1.0,63,10.979701081919668,6.891025783631592
Kentucky,MARSHALL,157,C21157,31629,343.60468779,2.0,63,92.05054856332639,18.335023426253006
Minnesota,MARSHALL,89,C27089,9012,1831.20767739,1.0,63,4.921342407675302,3.4403525486411897
Mississippi,MARSHALL,93,C28093,33484,716.8921507800001,2.0,63,46.707165036705184,8.787932735970692
Oklahoma,MARSHALL,95,C40095,15274,431.29082568,2.0,63,35.41461837477776,14.607312803528865
South Dakota,MARSHALL,91,C46091,4275,895.1711445300001,1.0,63,4.7756231041657875,7.037760364033792
Tennessee,MARSHALL,117,C47117,34318,379.95525399,2.0,63,90.32116187266412,16.580899813444372
West Virginia,MARSHALL,51,C54051,30591,315.30524103000005,1.0,63,97.02027121423392,19.980638378924315
Alabama,MOBILE,97,C01097,414514,1660.64937207,4.0,11,249.609584642969,0.6623914828142496
Alabama,MONROE,99,C01099,19743,1044.84094767,2.0,137,18.895698952100773,13.112043541699874
Arkansas,MONROE,95,C05095,6781,627.52738347,2.0,137,10.805902943236543,21.831716608515062
Florida,MONROE,87,C12087,82390,5342.96471592,4.0,137,15.420277763487595,2.5641194970236687
Georgia,MONROE,207,C13207,27887,402.29135466,1.0,137,69.32040591219997,34.05492024947609
Illinois,MONROE,133,C17133,34896,402.36718158,2.0,137,86.72675505733774,34.048502529961226
Indiana,MONROE,105,C18105,139535,415.47385581,2.0,137,335.845440209385,32.974397325893676
Iowa,MONROE,135,C19135,7577,438.68204523,1.0,137,17.27219083249098,31.229908196532456
Kentucky,MONROE,171,C21171,11296,335.40888771000004,1.0,137,33.67829659232735,40.84566778637435
Michigan,MONROE,115,C26115,154767,686.79844389,2.0,137,225.34558919994876,19.947628189725833
Mississippi,MONROE,95,C28095,34055,779.89035072,2.0,137,43.66639485737988,17.566572002528392
Missouri,MONROE,137,C29137,8635,676.9306557,1.0,137,12.756107183638662,20.238409776010386
New York,MONROE,55,C36055,758349,1380.50115255,2.0,137,549.3287699175127,9.923932315952053
Ohio,MONROE,111,C39111,13379,462.07713006,1.0,137,28.95404063443425,29.648729852137617
Pennsylvania,MONROE,89,C42089,168181,623.3412549000001,2.0,137,269.80566211196873,21.97833031634948
Tennessee,MONROE,123,C47123,46218,659.1749505900001,2.0,137,70.11492162836618,20.783556759457714
West Virginia,MONROE,63,C54063,12370,478.4225043,1.0,137,25.855807134530732,28.635776697095476
Wisconsin,MONROE,81,C55081,46230,917.24744787,2.0,137,50.40079436291013,14.935991407568004
Alabama,MONTGOMERY,101,C01101,228847,807.98740347,3.0,100,283.2309006516547,12.376430569404654
Arkansas,MONTGOMERY,97,C05097,8481,808.99376571,1.0,100,10.483393518560419,12.361034687608088
Georgia,MONTGOMERY,209,C13209,8579,247.16427294,1.0,100,34.70970904473149,40.45892183789659
Illinois,MONTGOMERY,135,C17135,28277,716.89812753,2.0,100,39.44354004302612,13.948983287840337
Indiana,MONTGOMERY,107,C18107,37923,510.54831516,2.0,100,74.27896415271758,19.586784841050967
Iowa,MONTGOMERY,137,C19137,10330,429.31832463,1.0,100,24.0614001484859,23.292739737159632
Kansas,MONTGOMERY,125,C20125,31479,658.05873783,2.0,100,47.836155331368225,15.196211865487538
Kentucky,MONTGOMERY,173,C21173,28088,200.84563902,1.0,100,139.84869244386744,49.789480363097205
Maryland,MONTGOMERY,31,C24031,1061279,512.02313799,3.0,100,2072.716877925011,19.530367395614267
Mississippi,MONTGOMERY,97,C28097,9775,412.0065237600001,1.0,100,23.7253524793556,24.271460336936673
Missouri,MONTGOMERY,139,C29139,11290,545.9477244000001,1.0,100,20.679635605053175,18.31677201510467
New York,MONTGOMERY,57,C36057,49489,414.43980084,1.0,100,119.41179370247282,24.12895667774108
North Carolina,MONTGOMERY,123,C37123,25722,506.5953282,2.0,100,50.77425425811497,19.739621436169415
Ohio,MONTGOMERY,113,C39113,537193,468.93189408,3.0,100,1145.567206627994,21.3250583426812
Pennsylvania,MONTGOMERY,91,C42091,856020,492.13008507,3.0,100,1739.4181456682143,20.319830677650224
Tennessee,MONTGOMERY,125,C47125,220041,549.3191226900001,3.0,100,400.5704351278825,18.20435442157973
Texas,MONTGOMERY,339,C48339,620016,1087.7556183,4.0,100,569.9956769416578,9.193241415409567
Virginia,MONTGOMERY,121,C51121,99701,393.20243352,1.0,100,253.56150293237891,25.43219254895928
Alabama,MORGAN,103,C01103,123349,605.09744607,3.0,50,203.84981097033173,8.263131884747006
Colorado,MORGAN,87,C08087,29096,1306.93078854,2.0,50,22.26284685855764,3.825757296287744
Georgia,MORGAN,211,C13211,20044,358.20073185,1.0,50,55.9574512773291,13.958653781014043
Illinois,MORGAN,137,C17137,32911,578.23324884,2.0,50,56.9164780233982,8.647029568138038
Indiana,MORGAN,109,C18109,71729,413.56177824,2.0,50,173.44204366578072,12.090092129109612
Kentucky,MORGAN,175,C21175,13682,387.66163254,1.0,50,35.293665535983244,12.897845905563239
Missouri,MORGAN,141,C29141,20975,620.2098372600001,2.0,50,33.81919914825054,8.06178763963064
Ohio,MORGAN,115,C39115,13787,426.03867306,1.0,50,32.36091198241608,11.736023784150314
Tennessee,MORGAN,129,C47129,21024,527.77245222,1.0,50,39.835349328229476,9.473779805990649
Utah,MORGAN,29,C49029,12295,617.0489442,1.0,50,19.925485839604487,8.103084928672015
West Virginia,MORGAN,65,C54065,17057,231.93186042,1.0,50,73.54315172185433,21.558055848582498
Alabama,PERRY,105,C01105,8480,731.18697873,1.0,37,11.597580710106364,5.060265168324711
Arkansas,PERRY,105,C05105,10019,566.47068075,1.0,37,17.68670531497759,6.531670792036839
Illinois,PERRY,145,C17145,20924,451.53666441,2.0,37,46.33953707245529,8.194240449631264
Indiana,PERRY,123,C18123,19166,390.21051498,1.0,37,49.11707722940869,9.48206124119859
Kentucky,PERRY,193,C21193,28413,346.06814073000004,1.0,37,82.10232799836847,10.691536043147972
Mississippi,PERRY,111,C28111,11482,656.76545649,2.0,37,17.48264907439575,5.633670229512652
Missouri,PERRY,157,C29157,18942,489.04790688,2.0,37,38.732401741263125,7.565720960968934
Ohio,PERRY,127,C39127,35327,416.65044408,1.0,37,84.78810115756639,8.880345749228512
Pennsylvania,PERRY,99,C42099,45809,561.1471039200001,1.0,37,81.63456548201442,6.593636453174123
Tennessee,PERRY,135,C47135,8329,427.13607066,1.0,37,19.49964091566942,8.662344985949916
Alabama,PICKENS,107,C01107,19095,899.12789148,1.0,11,21.23724575885292,1.2234077158805035
Georgia,PICKENS,227,C13227,33175,235.0614669,1.0,11,141.13329776042505,4.679627054603393
South Carolina,PICKENS,77,C45077,131341,517.92757926,2.0,11,253.58950799194017,2.1238490554444853
Alabama,PIKE,109,C01109,32965,679.76396046,2.0,52,48.49477453569678,7.649714169137668
Arkansas,PIKE,109,C05109,10148,620.1570219,1.0,52,16.363597672262365,8.38497318641745
Georgia,PIKE,231,C13231,18887,221.62002876,1.0,52,85.22244178775641,23.463583274015637
Illinois,PIKE,149,C17149,14724,857.39247906,1.0,52,17.172998783640626,6.0649004125870185
Indiana,PIKE,125,C18125,12239,344.53778775,1.0,52,35.522954042070815,15.092684126053458
Kentucky,PIKE,195,C21195,58572,796.52767038,2.0,52,73.53416858959466,6.528335666630681
Mississippi,PIKE,113,C28113,40285,414.83977080000005,2.0,52,97.10978270553031,12.534960160574842
Missouri,PIKE,163,C29163,17548,691.62804594,1.0,52,25.372019112021842,7.518492100667516
Ohio,PIKE,131,C39131,27037,448.45789131,1.0,52,60.28882649611012,11.595291555267693
Pennsylvania,PIKE,103,C42103,58432,572.5408673400001,1.0,52,102.05734355954803,9.082321099905014
Alabama,RANDOLPH,111,C01111,21932,590.0315346900001,1.0,46,37.17089462264585,7.796193473653607
Arkansas,RANDOLPH,121,C05121,18571,662.53855668,2.0,46,28.03006679801372,6.942992152865387
Georgia,RANDOLPH,243,C13243,6425,435.22294452000006,1.0,46,14.762548897981523,10.5692957090607
Illinois,RANDOLPH,157,C17157,30151,603.07428402,2.0,46,49.99549939191254,7.6275843986202005
Indiana,RANDOLPH,135,C18135,24502,457.8900541800001,1.0,46,53.510662169499916,10.046079747763432
Missouri,RANDOLPH,175,C29175,24642,492.75410769,1.0,46,50.00871553465101,9.33528493869794
North Carolina,RANDOLPH,151,C37151,144115,797.93846769,2.0,46,180.6091645352143,5.764855544960523
West Virginia,RANDOLPH,83,C54083,27919,1050.45650151,1.0,46,26.57796868301283,4.379048531174434
Alabama,RUSSELL,113,C01113,59131,653.7245933400001,1.0,30,90.45246362522292,4.589088479404522
Kansas,RUSSELL,167,C20167,6677,908.51655726,1.0,30,7.349343219607577,3.3020862151898656
Kentucky,RUSSELL,207,C21207,17977,285.73134252,1.0,30,62.91574400432352,10.49937319980923
Virginia,RUSSELL,167,C51167,25778,481.24879491,1.0,30,53.56480945541034,6.233781843674103
Alabama,ST. CLAIR,115,C01115,90899,659.95469085,2.0,48,137.73521312944237,7.273226581385091
Illinois,ST. CLAIR,163,C17163,257200,680.68204074,3.0,48,377.8563038337053,7.051750615870083
Michigan,ST. CLAIR,147,C26147,160353,844.9517388,2.0,48,189.77770283984887,5.680797824994072
Missouri,ST. CLAIR,185,C29185,9207,709.1491422600001,1.0,48,12.98316454372073,6.768674900603834
Alabama,SHELBY,117,C01117,222782,817.66149153,3.0,36,272.4623848716815,4.402799981767169
Illinois,SHELBY,173,C17173,20974,775.81872225,1.0,36,27.03466595801143,4.640259247107903
Indiana,SHELBY,145,C18145,45055,416.92331655,2.0,36,108.0654360442725,8.634681384072378
Iowa,SHELBY,165,C19165,11738,597.3226942800001,1.0,36,19.65101964550122,6.026893058766774
Kentucky,SHELBY,211,C21211,47942,389.55685665,2.0,36,123.06804303812785,9.241269762155527
Missouri,SHELBY,205,C29205,6082,507.38798292,1.0,36,11.986882237530152,7.0951621267853575
Ohio,SHELBY,149,C39149,48215,414.8528342400001,1.0,36,116.22193708361343,8.677776075930899
Tennessee,SHELBY,157,C47157,929552,788.24269641,4.0,36,1179.2713135606382,4.567121289415005
Texas,SHELBY,419,C48419,23936,843.04277577,2.0,36,28.392390858385397,4.270245951294595
Alabama,SUMTER,119,C01119,12322,922.55818044,2.0,22,13.35633921117388,2.384673451110415
Florida,SUMTER,119,C12119,129698,585.6790446,3.0,22,221.448933841537,3.7563235705360256
Georgia,SUMTER,261,C13261,29566,497.58451353,2.0,22,59.41905183151852,4.421359467947668
South Carolina,SUMTER,85,C45085,105493,688.97075325,3.0,22,153.11680430899335,3.1931689257086764
Alabama,TALLADEGA,121,C01121,81988,767.99618103,2.0,4,106.75573918875689,0.5208359232509971
Alabama,TALLAPOOSA,123,C01123,41279,773.98970064,2.0,7,53.33275102480955,0.9044047994710793
Alabama,TUSCALOOSA,125,C01125,226701,1364.87655993,3.0,9,166.09633915291707,0.6594002904161224
Alabama,WALKER,127,C01127,65276,813.32187378,2.0,15,80.25850786063683,1.8442882803933334
Georgia,WALKER,295,C13295,67609,451.54897281,2.0,15,149.72683821926907,3.321898820111281
Texas,WALKER,471,C48471,76299,809.59011198,2.0,15,94.24398701386916,1.8527894273949037
Alabama,WASHINGTON,129,C01129,15333,1099.55546181,2.0,195,13.944726330366315,17.734439668828223
Arkansas,WASHINGTON,143,C05143,245782,961.87394589,3.0,195,255.5241266802206,20.272926700345433
Colorado,WASHINGTON,121,C08121,4806,2549.43553488,1.0,195,1.885123171089013,7.64875194262084
Florida,WASHINGTON,133,C12133,25288,622.1725185,3.0,195,40.64467530801105,31.341789327199283
Georgia,WASHINGTON,303,C13303,19925,691.2644622,1.0,195,28.82399007839521,28.209174731679123
Idaho,WASHINGTON,87,C16087,10478,1488.27836859,1.0,195,7.040349588583279,13.10238757180511
Illinois,WASHINGTON,189,C17189,13755,569.59743789,1.0,195,24.148633903540045,34.234704552455895
Indiana,WASHINGTON,175,C18175,28144,521.80950471,2.0,195,53.935391643816956,37.369959389370045
Iowa,WASHINGTON,183,C19183,22565,576.6530530800001,2.0,195,39.13098158325283,33.81582720467229
Kansas,WASHINGTON,201,C20201,5513,907.7459839500002,1.0,195,6.073284924941803,21.481780525370066
Kentucky,WASHINGTON,229,C21229,11998,304.23967704,1.0,195,39.43601346389333,64.09420424620104
Louisiana,WASHINGTON,117,C22117,45382,682.69206837,3.0,195,66.4750655567954,28.56339029477569
Maine,WASHINGTON,29,C23029,31024,3290.55342135,2.0,195,9.428201286357456,5.926054831226483
Maryland,WASHINGTON,43,C24043,154643,472.08558345000006,2.0,195,327.5740785598014,41.30606966960113
Minnesota,WASHINGTON,163,C27163,267506,427.58405625,3.0,195,625.6220176825174,45.60506809121698
Mississippi,WASHINGTON,151,C28151,44765,768.04049088,3.0,195,58.28468750222983,25.389286413347072
Missouri,WASHINGTON,221,C29221,23459,770.18572371,2.0,195,30.458887094138188,25.318568495489775
Nebraska,WASHINGTON,177,C31177,20857,397.16740752,2.0,195,52.51437959180906,49.09768432853607
New York,WASHINGTON,115,C36115,61263,854.43900672,1.0,195,71.69967606602482,22.821991794190357
North Carolina,WASHINGTON,187,C37187,11003,426.167976,3.0,195,25.818458025105105,45.75660560661179
Ohio,WASHINGTON,167,C39167,59732,646.46016942,2.0,195,92.3985773997355,30.16427140050295
Oklahoma,WASHINGTON,147,C40147,52385,428.63835066,2.0,195,122.21258298362639,45.492896214197096
Oregon,WASHINGTON,67,C41067,600172,733.96977303,4.0,195,817.7066986319459,26.567851588082995
Pennsylvania,WASHINGTON,125,C42125,209274,869.5402462500001,1.0,195,240.67201133302342,22.425643993013736
Rhode Island,WASHINGTON,9,C44009,129802,568.4629571400001,2.0,195,228.33853704918295,34.30302670574466
Tennessee,WASHINGTON,179,C47179,132934,333.15410934000005,2.0,195,399.0165400131215,58.531470731760656
Texas,WASHINGTON,477,C48477,35781,628.02745473,2.0,195,56.973623892577876,31.049597996290448
Utah,WASHINGTON,53,C49053,180117,2454.97929768,4.0,195,73.3680321338,7.943040504833525
Vermont,WASHINGTON,23,C50023,59777,701.8544403000001,2.0,195,85.17008166885569,27.783538694526083
Virginia,WASHINGTON,191,C51191,53894,571.92248958,1.0,195,94.23304902658728,34.095529298594506
Wisconsin,WASHINGTON,131,C55131,136723,440.0610123,2.0,195,310.6910091521416,44.31203731973963
Alabama,WILCOX,131,C01131,10548,916.5517725,1.0,9,11.508351537228629,0.9819412574427159
Georgia,WILCOX,315,C13315,8740,385.97247234,1.0,9,22.644101914866624,2.331772508395877
Alabama,WINSTON,133,C01133,23478,638.2472214300001,1.0,11,36.78511901297005,1.723470096016145
Mississippi,WINSTON,159,C28159,17714,616.24488549,2.0,11,28.745066153230493,1.7850046724937079
Alaska,ANCHORAGE,20,C02020,290985,1966.33848294,3.0,8,147.98316898366832,0.40684755292174735
Alaska,DENALI,68,C02068,1615,12794.44579101,1.0,12,0.1262266475922527,0.09379069790136423
Alaska,FAIRBANKS NORTH STAR,90,C02090,95579,7510.00049943,2.0,10,12.726896623675902,0.1331557834218385
Alaska,HAINES,100,C02100,2080,2773.1235776400003,1.0,6,0.7500567290874696,0.21636251800600084
Alaska,HOONAH-ANGOON,105,C02105,2313,9665.3410074,1.0,2,0.2393086801830495,0.020692492882235146
Alaska,JUNEAU,110,C02110,32108,3287.55867492,1.0,5,9.766517703530058,0.15208854029416435
Wisconsin,JUNEAU,57,C55057,26694,813.2935512,1.0,5,32.82209721276344,0.6147841689661243
Alaska,KENAI PENINSULA,122,C02122,58731,24970.18198896,3.0,46,2.3520453325476995,0.1842197226289254
Alaska,KETCHIKAN GATEWAY,130,C02130,13937,6720.087731760001,1.0,4,2.073931257494146,0.05952303243148872
Alaska,KODIAK ISLAND,150,C02150,13076,12274.443324,2.0,4,1.0653028943832208,0.03258803592484615
Alaska,MATANUSKA-SUSITNA,170,C02170,107000,25520.57823822,3.0,44,4.192694969573816,0.1724098865992971
Alaska,NOME,180,C02180,10031,28575.84303717,1.0,2,0.3510307635352065,0.006998918622972914
Alaska,PRINCE OF WALES-HYDER,198,C02198,5714,11019.64813833,1.0,2,0.5185283530174443,0.018149399825601827
Alaska,SITKA,220,C02220,8434,4863.75368622,1.0,4,1.7340516284562746,0.08224100680371234
Alaska,SOUTHEAST FAIRBANKS,240,C02240,6763,25374.16763388,2.0,14,0.26653091039604915,0.055174223651407485
Alaska,YUKON-KOYUKUK,290,C02290,5280,149363.6402232,1.0,2,0.03534996865441875,0.0013390139641825285
Arizona,APACHE,1,C04001,65844,11332.47840972,1.0,4,5.81020299527108,0.035296780239785434
Arizona,COCHISE,3,C04003,125169,6279.328645590001,3.0,11,19.933500389075306,0.17517796281813258
Arizona,COCONINO,5,C04005,144629,18849.77909997,3.0,23,7.672715909982742,0.12201734502043371
Arizona,GILA,7,C04007,53118,4843.228836810001,3.0,18,10.967476819655344,0.3716528912116348
Arizona,GRAHAM,9,C04009,38453,4687.05206541,2.0,9,8.204090644475553,0.1920183491542402
Kansas,GRAHAM,65,C20065,2412,907.8315519,1.0,9,2.6568805577994365,0.9913733424624762
North Carolina,GRAHAM,75,C37075,8013,304.68625395000004,1.0,9,26.299184476221754,2.9538582339447874
Arizona,GREENLEE,11,C04011,9527,1866.10106085,1.0,3,5.105296920875495,0.16076299740344793
Arizona,LA PAZ,12,C04012,16451,4556.2143510000005,2.0,7,3.6106729694113984,0.1536363186789848
Arizona,MARICOPA,13,C04013,4418836,9319.14175335,4.0,33,474.1676988024716,0.3541098619745463
Arizona,MOHAVE,15,C04015,212833,13596.73630692,3.0,45,15.653241718873343,0.3309617762984596
Arizona,NAVAJO,17,C04017,106501,10059.3428676,2.0,8,10.587272091403467,0.07952805770014153
Arizona,PIMA,19,C04019,1042716,9283.43945334,3.0,13,112.32000868221867,0.1400343058770406
Arizona,PINAL,21,C04021,424095,5428.9405216800005,3.0,29,78.11745188705119,0.5341742073649735
Arizona,SANTA CRUZ,23,C04023,47632,1249.91937564,2.0,21,38.10805795022647,1.6801083661293998
California,SANTA CRUZ,87,C06087,270408,613.2897474600001,4.0,21,440.9139417704623,3.424156377466535
Arizona,YAVAPAI,25,C04025,235830,8209.36574406,3.0,11,28.72694521749601,0.13399329915297295
Arizona,YUMA,27,C04027,203299,5574.6709005,3.0,15,36.468341114408354,0.26907417976287407
Colorado,YUMA,125,C08125,9960,2392.61030697,2.0,15,4.162817476370959,0.6269303428269516
Arkansas,ARKANSAS,1,C05001,17079,1049.22887472,2.0,15,16.27766868745177,1.4296213496795864
Arkansas,ASHLEY,3,C05003,19013,949.9106576700002,2.0,7,20.01556656563499,0.7369114077707091
Arkansas,BAXTER,5,C05005,41603,592.63141119,2.0,4,70.20046392151481,0.6749557860876841
Arkansas,BENTON,7,C05007,284135,893.25608307,3.0,63,318.0890736545186,7.052848695245102
Indiana,BENTON,7,C18007,8719,410.61247149,1.0,63,21.234133411391866,15.342933879088058
Iowa,BENTON,11,C19011,25558,725.61613137,2.0,63,35.22248044809203,8.682276657914539
Minnesota,BENTON,9,C27009,41368,417.21043455,2.0,63,99.15380003527287,15.100293468918466
Mississippi,BENTON,9,C28009,7620,412.78013478,1.0,63,18.46019068737705,15.262362379327483
Missouri,BENTON,15,C29015,19338,760.12695057,2.0,63,25.44048725742315,8.288089239929974
Oregon,BENTON,3,C41003,94807,685.01655924,3.0,63,138.40103384534936,9.196857966455019
Tennessee,BENTON,5,C47005,15849,440.63443164,1.0,63,35.9685917893695,14.297566299011157
Washington,BENTON,5,C53005,206541,1777.4653611,3.0,63,116.19973278814294,3.5443728681729074
